,Area name,Area code,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23
138,Norfolk,E10000020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,9.0,10.0,11.0,16.0,22.0,31.0,34.0,37.0,43.0,49.0,61.0,75.0,87.0,113.0,133.0,156.0,177.0,204.0,229.0,251.0,278.0,321.0,350.0,386.0,433.0,484.0,541.0,594.0,642.0,694.0,734.0,788.0,844.0,899.0,946.0,1001.0,1041.0,1095.0,1136.0,1169.0,1169.0
139,Northamptonshire,E10000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,6.0,8.0,8.0,12.0,15.0,17.0,19.0,20.0,21.0,25.0,25.0,35.0,45.0,52.0,65.0,82.0,98.0,128.0,149.0,169.0,188.0,211.0,264.0,312.0,366.0,417.0,473.0,515.0,549.0,592.0,616.0,649.0,682.0,709.0,742.0,761.0,779.0,812.0,841.0,868.0,883.0,908.0,938.0,950.0,952.0,952.0
140,North Yorkshire,E10000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,8.0,10.0,11.0,11.0,14.0,16.0,19.0,22.0,30.0,41.0,43.0,56.0,65.0,77.0,89.0,107.0,120.0,134.0,165.0,184.0,216.0,235.0,267.0,294.0,316.0,346.0,378.0,407.0,433.0,457.0,481.0,508.0,535.0,550.0,586.0,610.0,631.0,649.0,664.0,699.0,716.0,718.0
141,Nottinghamshire,E10000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,6.0,8.0,8.0,8.0,9.0,15.0,19.0,23.0,31.0,36.0,41.0,44.0,54.0,63.0,72.0,82.0,89.0,97.0,114.0,131.0,167.0,198.0,228.0,259.0,294.0,334.0,368.0,408.0,448.0,475.0,495.0,525.0,561.0,594.0,646.0,663.0,686.0,714.0,740.0,785.0,814.0,849.0,890.0,902.0,912.0,934.0,944.0,946.0
142,Oxfordshire,E10000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,7.0,8.0,9.0,12.0,18.0,23.0,24.0,27.0,27.0,32.0,35.0,44.0,51.0,64.0,70.0,76.0,84.0,106.0,128.0,143.0,169.0,197.0,219.0,240.0,279.0,330.0,372.0,442.0,512.0,551.0,600.0,650.0,722.0,785.0,845.0,915.0,946.0,985.0,1038.0,1089.0,1127.0,1175.0,1222.0,1256.0,1284.0,1310.0,1314.0,1314.0
143,Somerset,E10000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,11.0,13.0,14.0,14.0,14.0,15.0,16.0,19.0,22.0,24.0,28.0,32.0,37.0,44.0,52.0,57.0,61.0,70.0,78.0,86.0,105.0,120.0,126.0,135.0,151.0,161.0,176.0,189.0,205.0,223.0,234.0,248.0,264.0,282.0,313.0,347.0,360.0,368.0,388.0,401.0,401.0
144,Staffordshire,E10000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,10.0,16.0,20.0,27.0,35.0,40.0,51.0,64.0,79.0,97.0,111.0,137.0,158.0,196.0,234.0,269.0,292.0,337.0,378.0,419.0,473.0,531.0,578.0,620.0,652.0,693.0,750.0,799.0,856.0,916.0,955.0,990.0,1029.0,1080.0,1135.0,1186.0,1233.0,1280.0,1322.0,1370.0,1402.0,1405.0
145,Suffolk,E10000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,15.0,16.0,19.0,20.0,23.0,29.0,34.0,38.0,60.0,72.0,77.0,95.0,115.0,121.0,141.0,164.0,190.0,219.0,239.0,270.0,289.0,320.0,349.0,376.0,413.0,441.0,474.0,497.0,520.0,544.0,564.0,601.0,653.0,682.0,704.0,722.0,805.0,814.0,814.0
146,Surrey,E10000030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,8.0,11.0,16.0,21.0,37.0,42.0,51.0,60.0,73.0,92.0,126.0,148.0,174.0,198.0,234.0,284.0,325.0,379.0,434.0,490.0,546.0,595.0,695.0,760.0,852.0,922.0,986.0,1055.0,1121.0,1207.0,1324.0,1404.0,1468.0,1550.0,1615.0,1669.0,1764.0,1849.0,1960.0,2032.0,2093.0,2137.0,2153.0,2175.0,2176.0,2176.0
147,Warwickshire,E10000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,7.0,7.0,7.0,7.0,8.0,11.0,13.0,17.0,20.0,21.0,24.0,32.0,36.0,51.0,59.0,71.0,80.0,87.0,115.0,135.0,149.0,177.0,195.0,221.0,247.0,287.0,307.0,336.0,387.0,427.0,462.0,486.0,523.0,560.0,592.0,632.0,662.0,696.0,718.0,746.0,766.0,793.0,831.0,857.0,899.0,928.0,953.0,955.0,955.0
148,West Sussex,E10000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,7.0,8.0,11.0,17.0,18.0,21.0,30.0,39.0,48.0,56.0,66.0,75.0,89.0,109.0,132.0,152.0,171.0,188.0,204.0,236.0,268.0,293.0,314.0,366.0,399.0,426.0,476.0,531.0,570.0,608.0,634.0,661.0,690.0,722.0,755.0,789.0,838.0,879.0,906.0,922.0,941.0,943.0,943.0
149,Worcestershire,E10000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,14.0,14.0,15.0,19.0,22.0,28.0,33.0,42.0,56.0,69.0,78.0,92.0,109.0,131.0,154.0,176.0,211.0,239.0,284.0,321.0,355.0,386.0,422.0,438.0,462.0,498.0,541.0,582.0,621.0,652.0,689.0,711.0,736.0,784.0,826.0,861.0,911.0,944.0,959.0,983.0,985.0,985.0
